latitude,longitude,DepthInMeters,ObservationDate
27.862,-93.87,90,2003-07
27.862,-93.87,90,2003-07
27.862,-93.87,89,2003-07
27.862,-93.87,88,2003-07
27.862,-93.87,88,2003-07
27.862,-93.87,88,2003-07
27.862,-93.87,88,2003-07
27.862,-93.87,88,2003-07
27.862,-93.87,87,2003-07
27.862,-93.87,87,2003-07
27.862,-93.87,87,2003-07
27.862,-93.87,87,2003-07
27.862,-93.87,87,2003-07
27.862,-93.87,87,2003-07
27.862,-93.87,87,2003-07
27.862,-93.87,87,2003-07
27.862,-93.87,87,2003-07
27.862,-93.87,87,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.862,-93.87,86,2003-07
27.877,-93.84,78,2003-07
27.877,-93.84,77,2003-07
27.877,-93.84,78,2003-07
27.877,-93.84,77,2003-07
27.877,-93.84,78,2003-07
27.877,-93.84,77,2003-07
27.877,-93.84,78,2003-07
27.876,-93.84,81,2003-07
27.876,-93.84,81,2003-07
27.876,-93.84,82,2003-07
27.876,-93.84,83,2003-07
27.876,-93.84,83,2003-07
27.877,-93.84,86,2003-07
27.877,-93.84,86,2003-07
27.877,-93.84,85,2003-07
27.877,-93.84,85,2003-07
27.877,-93.84,85,2003-07
27.877,-93.84,85,2003-07
27.877,-93.84,84,2003-07
27.877,-93.84,84,2003-07
27.877,-93.84,83,2003-07
27.877,-93.84,83,2003-07
27.877,-93.84,83,2003-07
27.877,-93.84,83,2003-07
27.877,-93.84,83,2003-07
27.877,-93.84,83,2003-07
27.877,-93.83,86,2003-07
27.877,-93.83,86,2003-07
27.877,-93.83,86,2003-07
27.877,-93.83,85,2003-07
27.877,-93.83,84,2003-07
27.877,-93.83,83,2003-07
27.877,-93.83,83,2003-07
27.877,-93.83,86,2003-07
27.877,-93.83,88,2003-07
27.877,-93.83,88,2003-07
27.877,-93.83,88,2003-07
27.878,-93.83,83,2003-07
27.894,-93.81,82,2003-07
27.894,-93.81,83,2003-07
27.894,-93.81,82,2003-07
27.895,-93.81,85,2003-07
27.895,-93.81,79,2003-07
27.895,-93.81,76,2003-07
27.895,-93.81,75,2003-07
27.895,-93.81,75,2003-07
27.895,-93.81,75,2003-07
27.895,-93.81,74,2003-07
27.895,-93.81,74,2003-07
27.895,-93.81,73,2003-07
27.895,-93.81,73,2003-07
27.895,-93.81,73,2003-07
27.895,-93.81,73,2003-07
27.895,-93.81,73,2003-07
27.896,-93.81,73,2003-07
27.896,-93.81,74,2003-07
27.896,-93.81,75,2003-07
27.896,-93.81,76,2003-07
27.897,-93.81,74,2003-07
27.897,-93.81,74,2003-07
27.897,-93.81,76,2003-07
27.897,-93.81,75,2003-07
27.897,-93.81,73,2003-07
27.897,-93.81,73,2003-07
27.898,-93.81,72,2003-07
27.898,-93.81,74,2003-07
27.899,-93.8,75,2003-07
27.899,-93.8,76,2003-07
27.899,-93.8,76,2003-07
27.899,-93.8,77,2003-07
27.899,-93.8,77,2003-07
27.899,-93.8,77,2003-07
27.9,-93.8,78,2003-07
27.9,-93.8,78,2003-07
27.9,-93.8,78,2003-07
27.9,-93.8,78,2003-07
27.9,-93.8,78,2003-07
27.9,-93.8,78,2003-07
27.9,-93.8,78,2003-07
27.9,-93.8,78,2003-07
27.9,-93.8,77,2003-07
27.9,-93.8,77,2003-07
27.9,-93.8,77,2003-07
27.9,-93.8,76,2003-07
27.9,-93.8,76,2003-07
27.9,-93.8,76,2003-07
27.9,-93.8,76,2003-07
27.9,-93.8,75,2003-07
27.9,-93.8,75,2003-07
27.9,-93.8,76,2003-07
27.9,-93.8,77,2003-07
27.9,-93.8,77,2003-07
27.9,-93.8,77,2003-07
27.9,-93.8,77,2003-07
27.9,-93.8,77,2003-07
27.9,-93.8,77,2003-07
27.89,-93.84,98,2003-07
27.89,-93.84,98,2003-07
27.89,-93.84,98,2003-07
27.89,-93.84,98,2003-07
27.89,-93.84,97,2003-07
27.89,-93.84,95,2003-07
27.89,-93.84,95,2003-07
27.89,-93.84,95,2003-07
27.89,-93.84,95,2003-07
27.89,-93.84,95,2003-07
27.89,-93.84,95,2003-07
27.89,-93.84,94,2003-07
27.89,-93.84,94,2003-07
27.89,-93.84,94,2003-07
27.89,-93.84,94,2003-07
27.89,-93.84,94,2003-07
27.89,-93.84,94,2003-07
27.89,-93.84,94,2003-07
27.89,-93.84,95,2003-07
27.89,-93.84,94,2003-07
27.89,-93.84,93,2003-07
27.89,-93.84,93,2003-07
27.89,-93.84,94,2003-07
27.89,-93.84,94,2003-07
27.89,-93.84,94,2003-07
27.89,-93.84,94,2003-07
27.89,-93.84,94,2003-07
27.89,-93.84,94,2003-07
27.89,-93.84,94,2003-07
27.888,-93.84,93,2003-07
27.888,-93.84,92,2003-07
27.888,-93.84,92,2003-07
27.888,-93.84,92,2003-07
27.888,-93.84,92,2003-07
27.888,-93.84,92,2003-07
27.888,-93.84,92,2003-07
27.888,-93.84,92,2003-07
27.888,-93.84,92,2003-07
27.888,-93.84,91,2003-07
27.888,-93.84,86,2003-07
27.888,-93.84,86,2003-07
27.888,-93.84,86,2003-07
27.888,-93.84,86,2003-07
27.888,-93.84,86,2003-07
27.888,-93.84,86,2003-07
27.888,-93.84,86,2003-07
27.888,-93.84,88,2003-07
27.888,-93.84,88,2003-07
27.888,-93.84,89,2003-07
27.888,-93.84,89,2003-07
27.888,-93.84,89,2003-07
27.888,-93.84,89,2003-07
27.888,-93.84,89,2003-07
27.888,-93.84,89,2003-07
27.888,-93.84,89,2003-07
27.888,-93.84,89,2003-07
27.888,-93.84,89,2003-07
27.888,-93.84,89,2003-07
27.888,-93.84,89,2003-07
27.888,-93.84,89,2003-07
27.888,-93.84,89,2003-07
27.888,-93.84,89,2003-07
27.888,-93.84,89,2003-07
27.888,-93.84,89,2003-07
27.888,-93.84,89,2003-07
27.888,-93.84,89,2003-07
27.888,-93.84,88,2003-07
27.888,-93.84,88,2003-07
27.888,-93.84,88,2003-07
27.888,-93.84,88,2003-07
27.888,-93.84,88,2003-07
27.888,-93.84,88,2003-07
27.888,-93.84,88,2003-07
27.888,-93.84,88,2003-07
27.888,-93.84,88,2003-07
27.888,-93.84,88,2003-07
27.888,-93.84,88,2003-07
27.888,-93.84,88,2003-07
27.888,-93.84,88,2003-07
27.888,-93.84,88,2003-07
27.888,-93.84,87,2003-07
27.888,-93.84,87,2003-07
27.888,-93.84,86,2003-07
27.888,-93.84,86,2003-07
27.888,-93.84,86,2003-07
27.888,-93.84,86,2003-07
27.888,-93.84,86,2003-07
27.888,-93.84,85,2003-07
27.888,-93.84,85,2003-07
27.888,-93.84,85,2003-07
27.887,-93.84,85,2003-07
27.888,-93.84,84,2003-07
27.888,-93.84,84,2003-07
27.888,-93.84,84,2003-07
27.888,-93.84,84,2003-07
27.887,-93.84,84,2003-07
27.887,-93.84,83,2003-07
27.887,-93.84,83,2003-07
27.887,-93.84,83,2003-07
27.887,-93.84,83,2003-07
27.887,-93.84,83,2003-07
27.887,-93.84,81,2003-07
27.886,-93.84,82,2003-07
27.886,-93.84,82,2003-07
27.886,-93.84,80,2003-07
27.885,-93.84,85,2003-07
27.886,-93.84,84,2003-07
27.885,-93.84,85,2003-07
27.885,-93.84,85,2003-07
27.887,-93.61,96,2003-07
27.887,-93.61,96,2003-07
27.887,-93.61,96,2003-07
27.888,-93.61,91,2003-07
27.888,-93.61,91,2003-07
27.888,-93.61,91,2003-07
27.888,-93.61,91,2003-07
27.888,-93.61,91,2003-07
27.887,-93.61,91,2003-07
27.888,-93.61,93,2003-07
27.888,-93.61,93,2003-07
27.888,-93.61,90,2003-07
27.888,-93.61,89,2003-07
27.888,-93.61,89,2003-07
27.888,-93.61,89,2003-07
27.888,-93.61,94,2003-07
27.888,-93.61,90,2003-07
27.888,-93.61,90,2003-07
27.89,-93.61,96,2003-07
27.89,-93.61,96,2003-07
27.89,-93.61,96,2003-07
27.89,-93.61,97,2003-07
27.89,-93.61,97,2003-07
27.89,-93.61,97,2003-07
27.89,-93.61,97,2003-07
27.89,-93.61,97,2003-07
27.89,-93.61,97,2003-07
27.89,-93.61,97,2003-07
27.89,-93.61,97,2003-07
27.89,-93.61,97,2003-07
27.89,-93.61,97,2003-07
27.89,-93.61,96,2003-07
27.89,-93.61,96,2003-07
27.89,-93.61,95,2003-07
27.891,-93.62,90,2003-07
27.891,-93.62,90,2003-07
27.891,-93.61,92,2003-07
27.891,-93.61,92,2003-07
27.891,-93.61,92,2003-07
27.891,-93.61,92,2003-07
27.891,-93.61,92,2003-07
27.891,-93.62,88,2003-07
27.891,-93.62,88,2003-07
27.891,-93.62,87,2003-07
27.891,-93.62,87,2003-07
27.891,-93.62,87,2003-07
27.891,-93.62,87,2003-07
27.891,-93.61,88,2003-07
27.891,-93.61,88,2003-07
27.891,-93.61,88,2003-07
27.891,-93.61,89,2003-07
27.891,-93.61,89,2003-07
27.891,-93.61,89,2003-07
27.891,-93.61,89,2003-07
27.891,-93.61,88,2003-07
27.892,-93.62,89,2003-07
27.892,-93.62,89,2003-07
27.892,-93.62,89,2003-07
27.892,-93.62,89,2003-07
27.892,-93.62,89,2003-07
27.892,-93.62,89,2003-07
27.892,-93.62,89,2003-07
27.892,-93.62,89,2003-07
27.892,-93.61,91,2003-07
27.892,-93.61,91,2003-07
27.892,-93.61,91,2003-07
27.892,-93.61,91,2003-07
27.892,-93.61,91,2003-07
27.892,-93.62,90,2003-07
27.892,-93.62,90,2003-07
27.892,-93.62,90,2003-07
27.892,-93.62,90,2003-07
27.892,-93.62,90,2003-07
27.892,-93.62,89,2003-07
27.892,-93.62,89,2003-07
27.892,-93.62,88,2003-07
27.892,-93.62,88,2003-07
27.892,-93.62,88,2003-07
27.892,-93.62,88,2003-07
27.892,-93.62,88,2003-07
27.892,-93.62,88,2003-07
27.892,-93.62,87,2003-07
27.892,-93.62,87,2003-07
27.892,-93.62,87,2003-07
27.892,-93.62,86,2003-07
27.892,-93.61,86,2003-07
27.892,-93.61,87,2003-07
27.893,-93.61,93,2003-07
27.893,-93.61,93,2003-07
27.893,-93.61,93,2003-07
27.893,-93.61,93,2003-07
27.893,-93.61,94,2003-07
27.893,-93.61,97,2003-07
27.893,-93.61,97,2003-07
27.893,-93.61,96,2003-07
27.893,-93.61,96,2003-07
27.893,-93.61,96,2003-07
27.893,-93.61,96,2003-07
27.893,-93.61,96,2003-07
27.893,-93.61,96,2003-07
27.893,-93.61,96,2003-07
27.893,-93.61,96,2003-07
27.893,-93.61,96,2003-07
27.894,-93.61,96,2003-07
27.894,-93.61,96,2003-07
27.894,-93.61,96,2003-07
27.893,-93.61,94,2003-07
27.893,-93.61,94,2003-07
27.893,-93.61,94,2003-07
27.894,-93.61,95,2003-07
27.894,-93.61,95,2003-07
27.894,-93.61,95,2003-07
27.894,-93.61,95,2003-07
27.894,-93.61,95,2003-07
27.894,-93.61,95,2003-07
27.894,-93.61,95,2003-07
27.894,-93.61,95,2003-07
27.894,-93.61,91,2003-07
27.894,-93.61,90,2003-07
27.894,-93.61,90,2003-07
27.894,-93.61,90,2003-07
27.894,-93.61,90,2003-07
27.894,-93.61,89,2003-07
27.894,-93.61,86,2003-07
27.894,-93.61,86,2003-07
27.894,-93.61,86,2003-07
27.894,-93.61,84,2003-07
27.894,-93.61,84,2003-07
27.894,-93.61,84,2003-07
27.894,-93.61,84,2003-07
27.894,-93.61,84,2003-07
27.894,-93.61,84,2003-07
27.894,-93.61,84,2003-07
27.894,-93.61,84,2003-07
27.894,-93.61,84,2003-07
27.894,-93.61,84,2003-07
27.894,-93.61,84,2003-07
27.894,-93.61,84,2003-07
27.894,-93.61,84,2003-07
27.894,-93.61,84,2003-07
27.894,-93.61,84,2003-07
27.89,-93.63,110,2003-07
27.89,-93.63,110,2003-07
27.89,-93.63,110,2003-07
27.89,-93.63,110,2003-07
27.89,-93.63,110,2003-07
27.89,-93.63,109,2003-07
27.89,-93.63,109,2003-07
27.89,-93.63,109,2003-07
27.89,-93.63,108,2003-07
27.89,-93.63,107,2003-07
27.89,-93.63,107,2003-07
27.89,-93.63,107,2003-07
27.89,-93.63,107,2003-07
27.89,-93.63,107,2003-07
27.891,-93.63,107,2003-07
27.891,-93.63,107,2003-07
27.891,-93.63,107,2003-07
27.891,-93.63,107,2003-07
27.891,-93.63,107,2003-07
27.891,-93.63,107,2003-07
27.89,-93.63,107,2003-07
27.89,-93.63,107,2003-07
27.891,-93.63,106,2003-07
27.891,-93.63,106,2003-07
27.891,-93.63,106,2003-07
27.891,-93.63,106,2003-07
27.891,-93.63,106,2003-07
27.891,-93.63,106,2003-07
27.891,-93.63,106,2003-07
27.891,-93.63,106,2003-07
27.891,-93.63,106,2003-07
27.891,-93.63,106,2003-07
27.891,-93.63,105,2003-07
27.891,-93.63,105,2003-07
27.891,-93.63,105,2003-07
27.891,-93.63,105,2003-07
27.892,-93.63,104,2003-07
27.892,-93.63,104,2003-07
27.892,-93.63,104,2003-07
27.892,-93.63,104,2003-07
27.892,-93.63,104,2003-07
27.892,-93.63,104,2003-07
27.892,-93.63,104,2003-07
27.892,-93.63,104,2003-07
27.892,-93.63,107,2003-07
27.892,-93.63,107,2003-07
27.893,-93.63,107,2003-07
27.893,-93.63,107,2003-07
27.893,-93.63,106,2003-07
27.893,-93.63,105,2003-07
27.893,-93.63,103,2003-07
27.893,-93.63,103,2003-07
27.893,-93.63,103,2003-07
27.896,-93.63,98,2003-07
27.896,-93.63,98,2003-07
27.896,-93.63,98,2003-07
27.896,-93.63,98,2003-07
27.896,-93.63,97,2003-07
27.896,-93.63,95,2003-07
27.896,-93.63,95,2003-07
27.896,-93.63,95,2003-07
27.897,-93.63,102,2003-07
27.897,-93.63,102,2003-07
27.93,-93.63,81,2003-07
27.93,-93.63,81,2003-07
27.93,-93.63,81,2003-07
27.931,-93.63,77,2003-07
27.931,-93.63,77,2003-07
27.931,-93.63,76,2003-07
27.931,-93.63,76,2003-07
27.931,-93.63,75,2003-07
27.934,-93.63,82,2003-07
27.934,-93.63,82,2003-07
27.934,-93.63,82,2003-07
27.934,-93.63,78,2003-07
27.934,-93.63,75,2003-07
27.934,-93.63,75,2003-07
27.934,-93.63,73,2003-07
27.935,-93.63,73,2003-07
27.935,-93.63,73,2003-07
27.935,-93.63,72,2003-07
27.935,-93.63,72,2003-07
27.935,-93.63,72,2003-07
27.935,-93.63,72,2003-07
27.935,-93.63,72,2003-07
27.935,-93.63,72,2003-07
27.935,-93.63,71,2003-07
27.935,-93.63,71,2003-07
27.935,-93.63,70,2003-07
27.935,-93.63,70,2003-07
27.935,-93.63,70,2003-07
27.935,-93.63,71,2003-07
27.935,-93.63,73,2003-07
27.935,-93.63,72,2003-07
27.935,-93.63,72,2003-07
27.935,-93.63,72,2003-07
27.935,-93.63,71,2003-07
27.95,-93.61,78,2003-07
27.95,-93.61,78,2003-07
27.95,-93.61,77,2003-07
27.95,-93.61,77,2003-07
27.95,-93.61,77,2003-07
27.95,-93.61,77,2003-07
27.95,-93.61,77,2003-07
27.95,-93.61,77,2003-07
27.95,-93.61,72,2003-07
27.95,-93.61,72,2003-07
27.95,-93.61,73,2003-07
27.95,-93.61,73,2003-07
27.95,-93.61,71,2003-07
27.95,-93.61,71,2003-07
27.95,-93.61,71,2003-07
27.95,-93.61,71,2003-07
27.95,-93.61,70,2003-07
27.949,-93.61,68,2003-07
27.949,-93.61,68,2003-07
27.949,-93.61,68,2003-07
27.949,-93.61,68,2003-07
27.949,-93.61,68,2003-07
27.949,-93.61,69,2003-07
27.949,-93.61,69,2003-07
27.949,-93.61,68,2003-07
27.949,-93.61,68,2003-07
27.949,-93.61,68,2003-07
27.949,-93.61,68,2003-07
27.949,-93.61,69,2003-07
27.949,-93.61,69,2003-07
27.949,-93.61,70,2003-07
27.948,-93.61,70,2003-07
27.948,-93.61,70,2003-07
27.948,-93.61,69,2003-07
27.948,-93.61,69,2003-07
27.948,-93.61,69,2003-07
27.948,-93.61,70,2003-07
27.948,-93.61,72,2003-07
27.949,-93.61,74,2003-07
27.949,-93.61,73,2003-07
27.949,-93.61,73,2003-07
27.949,-93.61,73,2003-07
27.949,-93.61,74,2003-07
27.949,-93.61,74,2003-07
27.949,-93.61,73,2003-07
27.949,-93.61,73,2003-07
27.949,-93.61,73,2003-07
27.949,-93.61,72,2003-07
27.949,-93.61,72,2003-07
27.949,-93.61,72,2003-07
27.949,-93.61,72,2003-07
27.95,-93.61,71,2003-07
27.95,-93.61,71,2003-07
27.95,-93.61,72,2003-07
27.95,-93.61,73,2003-07
27.95,-93.61,73,2003-07
27.95,-93.61,72,2003-07
27.95,-93.61,72,2003-07
27.95,-93.61,73,2003-07
27.95,-93.61,73,2003-07
27.95,-93.61,71,2003-07
27.95,-93.61,72,2003-07
27.954,-93.61,85,2003-07
27.954,-93.61,85,2003-07
27.954,-93.61,85,2003-07
27.954,-93.61,85,2003-07
27.954,-93.61,85,2003-07
27.954,-93.61,85,2003-07
27.954,-93.61,85,2003-07
27.954,-93.61,85,2003-07
27.954,-93.61,85,2003-07
27.954,-93.61,85,2003-07
27.954,-93.61,84,2003-07
27.954,-93.61,83,2003-07
27.954,-93.61,82,2003-07
27.954,-93.61,82,2003-07
27.954,-93.61,82,2003-07
27.954,-93.61,82,2003-07
27.954,-93.61,82,2003-07
27.954,-93.61,82,2003-07
27.954,-93.61,82,2003-07
27.954,-93.61,82,2003-07
27.954,-93.61,82,2003-07
27.955,-93.61,88,2003-07
27.955,-93.61,87,2003-07
27.955,-93.61,86,2003-07
27.955,-93.61,86,2003-07
27.955,-93.61,86,2003-07
27.955,-93.61,86,2003-07
27.955,-93.61,86,2003-07
27.955,-93.61,86,2003-07
27.955,-93.61,86,2003-07
27.955,-93.61,86,2003-07
27.955,-93.61,85,2003-07
27.955,-93.61,85,2003-07
27.955,-93.61,85,2003-07
27.955,-93.61,85,2003-07
27.954,-93.61,84,2003-07
27.954,-93.61,84,2003-07
27.954,-93.61,84,2003-07
27.954,-93.61,84,2003-07
27.954,-93.61,84,2003-07
27.954,-93.61,84,2003-07
27.954,-93.61,84,2003-07
27.954,-93.61,83,2003-07
27.954,-93.61,83,2003-07
27.954,-93.61,83,2003-07
27.954,-93.61,83,2003-07
27.954,-93.6,68,2003-07
27.954,-93.6,69,2003-07
27.954,-93.6,69,2003-07
27.954,-93.6,69,2003-07
27.954,-93.6,69,2003-07
27.954,-93.6,69,2003-07
27.954,-93.6,68,2003-07
27.954,-93.6,68,2003-07
27.954,-93.6,67,2003-07
27.954,-93.6,68,2003-07
27.954,-93.6,68,2003-07
27.954,-93.6,69,2003-07
27.954,-93.6,70,2003-07
27.954,-93.6,70,2003-07
27.954,-93.6,70,2003-07
27.954,-93.6,71,2003-07
27.954,-93.6,71,2003-07
27.954,-93.6,72,2003-07
27.954,-93.6,71,2003-07
27.954,-93.6,71,2003-07
27.954,-93.6,69,2003-07
27.954,-93.6,69,2003-07
27.954,-93.6,69,2003-07
27.953,-93.6,67,2003-07
27.953,-93.6,67,2003-07
27.954,-93.6,64,2003-07
27.954,-93.6,63,2003-07
27.954,-93.6,61,2003-07
27.954,-93.6,61,2003-07
27.954,-93.6,60,2003-07
27.954,-93.6,60,2003-07
27.954,-93.6,60,2003-07
27.954,-93.6,60,2003-07
27.954,-93.6,60,2003-07
27.954,-93.6,60,2003-07
27.953,-93.6,64,2003-07
27.953,-93.6,66,2003-07
27.953,-93.6,66,2003-07
27.953,-93.6,64,2003-07
27.953,-93.6,63,2003-07
27.953,-93.6,62,2003-07
27.953,-93.6,62,2003-07
27.953,-93.6,62,2003-07
27.953,-93.6,62,2003-07
27.953,-93.6,62,2003-07
27.953,-93.6,63,2003-07
27.953,-93.6,61,2003-07
27.953,-93.6,60,2003-07
27.953,-93.6,60,2003-07
27.953,-93.6,60,2003-07
27.954,-93.6,60,2003-07
27.954,-93.6,60,2003-07
27.954,-93.6,60,2003-07
27.954,-93.6,60,2003-07
27.954,-93.6,61,2003-07
27.954,-93.6,61,2003-07
27.954,-93.6,62,2003-07
27.954,-93.6,63,2003-07
27.954,-93.6,63,2003-07
27.954,-93.6,63,2003-07
27.955,-93.6,68,2003-07
27.956,-93.6,79,2003-07
27.956,-93.6,79,2003-07
27.956,-93.6,81,2003-07
27.956,-93.6,81,2003-07
27.956,-93.6,81,2003-07
27.956,-93.6,81,2003-07
27.956,-93.6,81,2003-07
27.956,-93.6,79,2003-07
27.956,-93.6,79,2003-07
27.956,-93.6,79,2003-07
27.957,-93.6,78,2003-07
27.957,-93.6,78,2003-07
27.957,-93.6,78,2003-07
27.957,-93.6,78,2003-07
27.958,-93.6,80,2003-07
27.958,-93.6,80,2003-07
27.958,-93.6,80,2003-07
27.958,-93.6,80,2003-07
27.958,-93.6,80,2003-07
27.958,-93.6,80,2003-07
27.958,-93.6,79,2003-07
27.958,-93.6,79,2003-07
27.958,-93.6,79,2003-07
27.958,-93.6,79,2003-07
27.958,-93.6,80,2003-07
27.959,-93.6,80,2003-07
27.959,-93.6,80,2003-07
27.959,-93.6,80,2003-07
27.959,-93.6,80,2003-07
27.959,-93.6,80,2003-07
27.959,-93.6,81,2003-07
27.959,-93.6,81,2003-07
27.959,-93.6,81,2003-07
27.959,-93.6,81,2003-07
27.959,-93.6,81,2003-07
27.959,-93.6,81,2003-07
27.959,-93.6,81,2003-07
27.96,-93.6,84,2003-07
27.96,-93.6,84,2003-07
27.961,-93.6,84,2003-07
27.961,-93.6,83,2003-07
27.962,-93.6,82,2003-07
27.962,-93.6,82,2003-07
27.962,-93.6,82,2003-07
27.962,-93.6,82,2003-07
27.962,-93.6,82,2003-07
27.963,-93.6,83,2003-07
27.963,-93.6,83,2003-07
27.963,-93.6,83,2003-07
27.963,-93.6,83,2003-07
27.963,-93.6,83,2003-07
27.963,-93.6,83,2003-07
27.963,-93.6,83,2003-07
27.963,-93.6,83,2003-07
27.963,-93.6,83,2003-07
27.963,-93.6,83,2003-07
27.963,-93.6,83,2003-07
27.963,-93.6,83,2003-07
27.963,-93.6,83,2003-07
27.964,-93.6,76,2003-07
27.965,-93.6,73,2003-07
27.965,-93.6,73,2003-07
27.965,-93.6,73,2003-07
27.965,-93.6,73,2003-07
27.965,-93.6,74,2003-07
27.965,-93.6,74,2003-07
27.965,-93.6,74,2003-07
27.965,-93.6,74,2003-07
27.965,-93.6,77,2003-07
27.965,-93.6,77,2003-07
27.966,-93.6,77,2003-07
27.966,-93.6,78,2003-07
27.966,-93.6,80,2003-07
27.966,-93.6,80,2003-07
27.966,-93.6,81,2003-07
27.966,-93.6,81,2003-07
27.966,-93.6,81,2003-07
27.966,-93.6,81,2003-07
27.966,-93.6,81,2003-07
27.971,-93.6,98,2003-07
27.971,-93.6,98,2003-07
27.971,-93.6,98,2003-07
27.971,-93.6,98,2003-07
27.971,-93.6,98,2003-07
27.971,-93.6,97,2003-07
27.971,-93.6,96,2003-07
27.971,-93.6,96,2003-07
27.971,-93.6,96,2003-07
27.971,-93.6,96,2003-07
27.971,-93.6,92,2003-07
27.971,-93.6,92,2003-07
27.971,-93.6,94,2003-07
27.971,-93.6,94,2003-07
27.971,-93.6,94,2003-07
27.97,-93.6,94,2003-07
27.97,-93.6,94,2003-07
27.971,-93.6,94,2003-07
27.971,-93.6,94,2003-07
27.97,-93.6,95,2003-07
27.97,-93.6,95,2003-07
27.971,-93.6,94,2003-07
27.971,-93.6,93,2003-07
27.971,-93.6,93,2003-07
27.971,-93.6,93,2003-07
27.971,-93.61,99,2003-07
27.904,-93.58,107,2003-02
27.904,-93.58,107,2003-02
27.904,-93.58,109,2003-02
27.904,-93.58,109,2003-02
27.904,-93.58,107,2003-02
27.904,-93.58,107,2003-02
27.904,-93.58,108,2003-02
27.904,-93.58,109,2003-02
27.904,-93.58,105,2003-02
27.904,-93.58,106,2003-02
27.904,-93.58,103,2003-02
27.905,-93.58,114,2003-02
27.904,-93.58,107,2003-02
27.904,-93.58,106,2003-02
27.904,-93.58,110,2003-02
27.857,-93.43,128,2003-07
27.857,-93.43,126,2003-07
27.857,-93.43,126,2003-07
27.857,-93.43,126,2003-07
27.857,-93.43,126,2003-07
27.858,-93.43,118,2003-07
27.858,-93.43,118,2003-07
27.859,-93.43,118,2003-07
27.859,-93.43,118,2003-07
27.859,-93.43,118,2003-07
27.859,-93.43,118,2003-07
27.859,-93.43,118,2003-07
27.859,-93.43,119,2003-07
27.859,-93.43,119,2003-07
27.859,-93.43,119,2003-07
27.859,-93.43,119,2003-07
27.859,-93.43,119,2003-07
27.859,-93.43,119,2003-07
27.859,-93.43,119,2003-07
27.859,-93.43,119,2003-07
27.859,-93.43,119,2003-07
27.859,-93.43,120,2003-07
27.859,-93.43,120,2003-07
27.859,-93.43,120,2003-07
27.865,-93.42,113,2003-07
27.865,-93.42,113,2003-07
27.865,-93.42,109,2003-07
27.865,-93.42,107,2003-07
27.865,-93.42,107,2003-07
27.865,-93.42,107,2003-07
27.865,-93.42,107,2003-07
27.865,-93.42,107,2003-07
27.865,-93.42,105,2003-07
27.865,-93.42,105,2003-07
27.865,-93.42,105,2003-07
27.865,-93.42,105,2003-07
27.865,-93.42,105,2003-07
27.865,-93.42,87,2003-07
27.866,-93.42,87,2003-07
27.866,-93.42,87,2003-07
27.866,-93.42,87,2003-07
27.866,-93.42,87,2003-07
27.866,-93.42,87,2003-07
27.866,-93.42,87,2003-07
27.866,-93.42,87,2003-07
27.866,-93.42,87,2003-07
27.866,-93.42,87,2003-07
27.866,-93.42,87,2003-07
27.867,-93.42,87,2003-07
27.867,-93.42,87,2003-07
27.867,-93.42,87,2003-07
27.867,-93.42,87,2003-07
27.867,-93.42,88,2003-07
27.867,-93.42,88,2003-07
27.867,-93.42,88,2003-07
27.867,-93.42,88,2003-07
27.867,-93.42,88,2003-07
27.867,-93.42,88,2003-07
27.867,-93.42,87,2003-07
27.867,-93.42,110,2003-07
27.867,-93.42,110,2003-07
27.867,-93.42,110,2003-07
27.867,-93.42,110,2003-07
27.867,-93.42,110,2003-07
27.867,-93.42,110,2003-07
27.867,-93.42,110,2003-07
27.867,-93.42,110,2003-07
27.867,-93.42,110,2003-07
27.867,-93.42,110,2003-07
27.867,-93.42,109,2003-07
27.867,-93.42,109,2003-07
27.867,-93.42,109,2003-07
27.867,-93.42,109,2003-07
27.867,-93.42,109,2003-07
27.867,-93.42,109,2003-07
27.867,-93.42,109,2003-07
27.867,-93.42,109,2003-07
27.867,-93.42,109,2003-07
27.867,-93.42,109,2003-07
27.867,-93.42,109,2003-07
27.867,-93.42,109,2003-07
27.867,-93.42,109,2003-07
27.867,-93.42,109,2003-07
27.867,-93.42,109,2003-07
27.867,-93.42,109,2003-07
27.867,-93.42,109,2003-07
27.867,-93.42,109,2003-07
27.867,-93.42,110,2003-07
27.867,-93.42,110,2003-07
27.867,-93.42,110,2003-07
27.867,-93.42,110,2003-07
27.867,-93.42,110,2003-07
27.867,-93.42,110,2003-07
27.868,-93.42,106,2003-07
27.868,-93.42,106,2003-07
27.868,-93.42,106,2003-07
