decimallongitude,decimallatitude,date_year,scientificname,depth
152.15,-23.63333,,Montipora foliosa,
152.15,-23.63333,,Montipora foliosa,
150.08333,-20.96667,,Montipora foliosa,
152.15,-23.63333,,Montipora foliosa,
152.15,-23.63333,,Montipora foliosa,
152.15,-23.63333,,Montipora foliosa,
151.13567,-5.08733,2002.0,Montipora foliosa,
150.08333,-20.95,1973.0,Montipora foliosa,
153.46667,-26.98333,1972.0,Montipora foliosa,
145.56,-16.38,1974.0,Montipora foliosa,
145.93333,-16.66667,1974.0,Montipora foliosa,
145.56,-16.38,1974.0,Montipora foliosa,
145.56,-16.38,1974.0,Montipora foliosa,
145.56,-16.38,1974.0,Montipora foliosa,
145.56,-16.38,1974.0,Montipora foliosa,
145.01667,-16.58333,1974.0,Montipora foliosa,
145.56,-16.38,1974.0,Montipora foliosa,
145.56,-16.38,1974.0,Montipora foliosa,
116.8953,-20.4094,1998.0,Montipora foliosa,
121.8755,-14.0898,2015.0,Montipora foliosa,
119.2555,-17.2555,1982.0,Montipora foliosa,
113.925,-21.9555,1980.0,Montipora foliosa,
119.2555,-17.2555,1982.0,Montipora foliosa,
119.2555,-17.2555,1982.0,Montipora foliosa,
123.04898,-12.19365,1986.0,Montipora foliosa,
123.09214,-12.18423,1986.0,Montipora foliosa,
113.7694,-22.3666,1977.0,Montipora foliosa,
116.005,5.975,1992.0,Montipora foliosa,
116.0167,6.0116,1992.0,Montipora foliosa,
119.2555,-17.2555,1982.0,Montipora foliosa,
119.3706,-17.264,1982.0,Montipora foliosa,
119.3706,-17.264,1982.0,Montipora foliosa,
119.2555,-17.2555,1982.0,Montipora foliosa,
116.9772,-20.44,1998.0,Montipora foliosa,
116.8953,-20.4094,1998.0,Montipora foliosa,
121.8066,-14.1908,,Montipora foliosa,
119.894441842,8.88527347221,,Pseudanthias squamipinnis,
120.009499999,8.92514000303,,Pseudanthias squamipinnis,
119.822692233,8.7437280035,,Pseudanthias squamipinnis,
119.809996683,8.80859975818,,Pseudanthias squamipinnis,
119.814,9.04693,,Pseudanthias squamipinnis,
46.3157500004,-9.36692000505,2021.0,Pseudanthias squamipinnis,
46.2113,-9.37232,2021.0,Pseudanthias squamipinnis,
46.3305500008,-9.36686501031,2021.0,Pseudanthias squamipinnis,
46.2099500072,-9.37462504858,2021.0,Pseudanthias squamipinnis,
46.251150002,-9.3671900292,2021.0,Pseudanthias squamipinnis,
46.4295000017,-9.36983998098,2021.0,Pseudanthias squamipinnis,
46.201,-9.40153,2021.0,Pseudanthias squamipinnis,
47.666668,-10.083333,1954.0,Pseudanthias squamipinnis,
40.766666,-14.216666,,Pseudanthias squamipinnis,
130.202,31.336,2010.0,Pseudanthias squamipinnis,4.0
130.202,31.336,2010.0,Pseudanthias squamipinnis,4.0
130.202,31.336,2010.0,Pseudanthias squamipinnis,4.0
130.278611111,30.7783333333,2010.0,Pseudanthias squamipinnis,10.0
128.375,-3.53333333333,1992.0,Pseudanthias squamipinnis,0.5
130.409166667,30.8083333333,2010.0,Pseudanthias squamipinnis,7.5
130.261666667,30.785,2011.0,Pseudanthias squamipinnis,
130.261666667,30.785,2010.0,Pseudanthias squamipinnis,12.0
129.513333333,34.12,1973.0,Pseudanthias squamipinnis,
130.261666667,30.785,2010.0,Pseudanthias squamipinnis,7.5
139.378333333,34.0416666667,1973.0,Pseudanthias squamipinnis,
139.541666667,34.05,1975.0,Pseudanthias squamipinnis,2.0
131.216666667,25.8666666667,2014.0,Pseudanthias squamipinnis,
71.8138888889,-5.44944444444,1979.0,Pseudanthias squamipinnis,
72.2027777778,-5.35083333333,1979.0,Pseudanthias squamipinnis,
72.2083333333,-5.34472222222,1979.0,Pseudanthias squamipinnis,
72.20917,-5.34417,1979.0,Pseudanthias squamipinnis,
71.7483333333,-5.41777777778,1979.0,Pseudanthias squamipinnis,
71.7811111111,-5.4225,1979.0,Pseudanthias squamipinnis,
71.7583333333,-5.38416666667,1979.0,Pseudanthias squamipinnis,
71.8119444444,-5.45055555556,1979.0,Pseudanthias squamipinnis,
72.2105555556,-5.34388888889,1979.0,Pseudanthias squamipinnis,
72.2280555556,-5.36333333333,1979.0,Pseudanthias squamipinnis,
72.2622222222,-5.30111111111,1979.0,Pseudanthias squamipinnis,
34.8916666667,29.5,1968.0,Pseudanthias squamipinnis,
34.8916666667,29.5,1969.0,Pseudanthias squamipinnis,
178.521944444,-18.1872222222,1983.0,Pseudanthias squamipinnis,
123.448888889,9.21166666667,1987.0,Pseudanthias squamipinnis,
123.166666667,9.61666666667,1987.0,Pseudanthias squamipinnis,
123.385,9.43666666667,1987.0,Pseudanthias squamipinnis,
73.499342,4.435107,1988.0,Pseudanthias squamipinnis,
45.2216666667,-12.9483333333,1988.0,Pseudanthias squamipinnis,
45.2125,-12.9811111111,1988.0,Pseudanthias squamipinnis,
43.7077777778,-12.3852777778,1988.0,Pseudanthias squamipinnis,
105.566666667,-10.45,1986.0,Pseudanthias squamipinnis,
30.9169006348,-30.25017039,1992.0,Pseudanthias squamipinnis,
98.3263888889,7.47083333333,1993.0,Pseudanthias squamipinnis,
98.3680555556,7.58611111111,1993.0,Pseudanthias squamipinnis,
97.6775,8.66083333333,1993.0,Pseudanthias squamipinnis,
32.6991666667,-27.4847222222,2001.0,Pseudanthias squamipinnis,
32.6972222222,-27.5233333333,2001.0,Pseudanthias squamipinnis,
32.7019444444,-27.5027777778,2001.0,Pseudanthias squamipinnis,
32.6897222222,-27.5219444444,2001.0,Pseudanthias squamipinnis,
32.6977777778,-27.5188888889,2001.0,Pseudanthias squamipinnis,
32.6930555556,-27.5316666667,2001.0,Pseudanthias squamipinnis,
32.7172222222,-27.4480555556,2001.0,Pseudanthias squamipinnis,
130.261666667,30.785,2010.0,Pseudanthias squamipinnis,9.5
130.261666667,30.775,2011.0,Pseudanthias squamipinnis,
130.261666667,30.785,2010.0,Pseudanthias squamipinnis,12.0
130.409166667,30.8083333333,2011.0,Pseudanthias squamipinnis,
130.261666667,30.785,2010.0,Pseudanthias squamipinnis,12.0
129.353333333,28.1266666667,1991.0,Pseudanthias squamipinnis,3.0
129.196666667,28.2,2006.0,Pseudanthias squamipinnis,10.5
139.133333333,34.88,1990.0,Pseudanthias squamipinnis,15.0
129.343333333,28.1283333333,1991.0,Pseudanthias squamipinnis,12.0
130.261666667,30.785,2011.0,Pseudanthias squamipinnis,
153.5,-28.116667,1977.0,Pseudanthias squamipinnis,
131.583333333,34.0333333333,1954.0,Pseudanthias squamipinnis,
130.261666667,30.785,2010.0,Pseudanthias squamipinnis,12.0
130.278611111,30.775,2010.0,Pseudanthias squamipinnis,35.0
132.2325,5.35472,2008.0,Pseudanthias squamipinnis,
131.73905,2.87173333333,2008.0,Pseudanthias squamipinnis,
131.730116667,2.86308333333,2008.0,Pseudanthias squamipinnis,
132.306433333,4.30725,2008.0,Pseudanthias squamipinnis,
72.21,-5.34472222222,1979.0,Pseudanthias squamipinnis,
71.7580555556,-5.385,1979.0,Pseudanthias squamipinnis,
71.7583333333,-5.38416666667,1979.0,Pseudanthias squamipinnis,
71.3638888889,-6.16583333333,1979.0,Pseudanthias squamipinnis,
71.8158333333,-5.35083333333,1979.0,Pseudanthias squamipinnis,
71.8158333333,-5.45083333333,1979.0,Pseudanthias squamipinnis,
72.2044444444,-5.35527777778,1979.0,Pseudanthias squamipinnis,
71.7477777778,-5.39916666667,1979.0,Pseudanthias squamipinnis,
122.966,-12.2,1986.0,Pseudanthias squamipinnis,
72.2083333333,-5.34472222222,1979.0,Pseudanthias squamipinnis,
152.083,-23.5,1969.0,Pseudanthias squamipinnis,
146.05199,-16.69967,2006.0,Pseudanthias squamipinnis,
147.92101,-16.465,2006.0,Pseudanthias squamipinnis,
145.8051,-15.64817,2006.0,Pseudanthias squamipinnis,
145.80415,-15.60715,2006.0,Pseudanthias squamipinnis,
125.61286,-8.52096,2012.0,Pseudanthias squamipinnis,
125.60572,-8.52952,2012.0,Pseudanthias squamipinnis,
125.61286,-8.52096,2012.0,Pseudanthias squamipinnis,
152.083,-23.5,1973.0,Pseudanthias squamipinnis,
159.066,-31.533,1973.0,Pseudanthias squamipinnis,
45.0,-14.0,1975.0,Pseudanthias squamipinnis,
151.333,-32.5,,Pseudanthias squamipinnis,
159.03916,-31.5236,,Pseudanthias squamipinnis,
122.966,-12.2,1986.0,Pseudanthias squamipinnis,
159.066,-31.533,1973.0,Pseudanthias squamipinnis,
153.55,-29.416,1973.0,Pseudanthias squamipinnis,
159.03916,-31.5236,1973.0,Pseudanthias squamipinnis,
152.533,-32.433,1974.0,Pseudanthias squamipinnis,
144.416,-10.43783,1993.0,Pseudanthias squamipinnis,
144.54416,-10.33433,1993.0,Pseudanthias squamipinnis,
146.55,-13.9,1984.0,Pseudanthias squamipinnis,
30.0,-30.0,1992.0,Pseudanthias squamipinnis,
144.41483,-10.21932,1993.0,Pseudanthias squamipinnis,
144.59066,-10.15866,1993.0,Pseudanthias squamipinnis,
120.95083,13.53216,2000.0,Pseudanthias squamipinnis,
144.76966,-9.57116,1993.0,Pseudanthias squamipinnis,
57.516,-20.516,,Pseudanthias squamipinnis,
57.516,-20.533,,Pseudanthias squamipinnis,
144.59066,-10.15866,1993.0,Pseudanthias squamipinnis,
168.51749,-16.86749,1996.0,Pseudanthias squamipinnis,
144.59066,-10.15866,1993.0,Pseudanthias squamipinnis,
144.69799,-10.04533,1993.0,Pseudanthias squamipinnis,
152.083,-23.5,1966.0,Pseudanthias squamipinnis,
152.083,-23.5,1967.0,Pseudanthias squamipinnis,
152.083,-23.5,1969.0,Pseudanthias squamipinnis,
121.18182,13.48549,2000.0,Pseudanthias squamipinnis,
152.083,-23.5,1969.0,Pseudanthias squamipinnis,
152.083,-23.5,1969.0,Pseudanthias squamipinnis,
168.35666,-16.78999,1996.0,Pseudanthias squamipinnis,
121.103,13.53282,2000.0,Pseudanthias squamipinnis,
152.083,-23.5,1966.0,Pseudanthias squamipinnis,
152.083,-23.5,1966.0,Pseudanthias squamipinnis,
152.083,-23.5,1967.0,Pseudanthias squamipinnis,
152.083,-23.5,1969.0,Pseudanthias squamipinnis,
152.083,-23.5,1973.0,Pseudanthias squamipinnis,
152.083,-23.5,1967.0,Pseudanthias squamipinnis,
152.533,-32.45,1972.0,Pseudanthias squamipinnis,
145.833,-15.833,1981.0,Pseudanthias squamipinnis,
153.633,-28.616,1975.0,Pseudanthias squamipinnis,
145.516,-14.733,1975.0,Pseudanthias squamipinnis,
160.1,-9.0,1973.0,Pseudanthias squamipinnis,
160.066,-9.033,1973.0,Pseudanthias squamipinnis,
160.6,-8.866,1973.0,Pseudanthias squamipinnis,
152.233,-4.116,1973.0,Pseudanthias squamipinnis,
159.833,-9.366,1973.0,Pseudanthias squamipinnis,
160.066,-9.033,1973.0,Pseudanthias squamipinnis,
119.559997559,23.5699996948,1977.0,Pseudanthias squamipinnis,
152.233,-4.116,1973.0,Pseudanthias squamipinnis,
30.805278,-30.2825,2002.0,Pseudanthias squamipinnis,22.5
30.816668,-30.25,2003.0,Pseudanthias squamipinnis,20.0
30.828611,-30.258056,2002.0,Pseudanthias squamipinnis,15.0
40.36666667,-22.36666667,2011.0,Pseudanthias squamipinnis,
-174.0217167,-18.66811667,2016.0,Pseudanthias squamipinnis,6.0
-174.0173667,-18.66461667,2016.0,Pseudanthias squamipinnis,5.0
-174.0173667,-18.66461667,2016.0,Pseudanthias squamipinnis,5.0
-174.0807667,-18.72306667,2016.0,Pseudanthias squamipinnis,5.0
-174.0229833,-18.68765,2016.0,Pseudanthias squamipinnis,5.0
-174.0312167,-18.68946667,2016.0,Pseudanthias squamipinnis,10.0
-174.0354333,-18.6863,2016.0,Pseudanthias squamipinnis,10.0
-174.0354333,-18.6863,2016.0,Pseudanthias squamipinnis,10.0
-174.0249667,-18.69081667,2016.0,Pseudanthias squamipinnis,5.0
-174.69421,-19.93887,2017.0,Pseudanthias squamipinnis,9.0
-174.709,-19.957,2017.0,Pseudanthias squamipinnis,11.0
-174.2058,-18.17188,2017.0,Pseudanthias squamipinnis,13.1
-174.2058,-18.17188,2017.0,Pseudanthias squamipinnis,13.1
-174.0186333,-18.69368333,2017.0,Pseudanthias squamipinnis,6.0
-174.02125,-18.66758333,2017.0,Pseudanthias squamipinnis,5.0
-173.9955167,-18.64413333,2017.0,Pseudanthias squamipinnis,4.0
-174.0850833,-18.72418333,2017.0,Pseudanthias squamipinnis,4.0
-174.0850833,-18.72418333,2017.0,Pseudanthias squamipinnis,4.0
-174.0850833,-18.72418333,2017.0,Pseudanthias squamipinnis,4.0
-174.07795,-18.7483,2017.0,Pseudanthias squamipinnis,5.0
-174.0148167,-18.75631667,2017.0,Pseudanthias squamipinnis,6.0
-174.07435,-18.67166667,2017.0,Pseudanthias squamipinnis,7.0
-174.07435,-18.67166667,2017.0,Pseudanthias squamipinnis,7.0
-173.9955167,-18.64413333,2017.0,Pseudanthias squamipinnis,4.0
-173.9955167,-18.64413333,2017.0,Pseudanthias squamipinnis,4.0
-173.9955167,-18.64413333,2017.0,Pseudanthias squamipinnis,4.0
-173.9955167,-18.64413333,2017.0,Pseudanthias squamipinnis,4.0
-173.9955167,-18.64413333,2017.0,Pseudanthias squamipinnis,4.0
-174.299849,-19.649342,2018.0,Pseudanthias squamipinnis,7.0
-174.299849,-19.649342,2018.0,Pseudanthias squamipinnis,7.0
-174.308354,-19.730926,2018.0,Pseudanthias squamipinnis,5.0
-174.308354,-19.730926,2018.0,Pseudanthias squamipinnis,5.0
-174.371518,-19.748558,2018.0,Pseudanthias squamipinnis,7.0
-174.371518,-19.748558,2018.0,Pseudanthias squamipinnis,7.0
-174.4156,-19.834733,2018.0,Pseudanthias squamipinnis,6.0
-174.4156,-19.834733,2018.0,Pseudanthias squamipinnis,6.0
-174.4156,-19.834733,2018.0,Pseudanthias squamipinnis,6.0
-174.4156,-19.834733,2018.0,Pseudanthias squamipinnis,6.0
-174.4156,-19.834733,2018.0,Pseudanthias squamipinnis,6.0
-174.484583,-19.865667,2018.0,Pseudanthias squamipinnis,6.0
-174.484583,-19.865667,2018.0,Pseudanthias squamipinnis,6.0
-174.445887,-19.884541,2018.0,Pseudanthias squamipinnis,5.0
-174.501328,-19.972156,2018.0,Pseudanthias squamipinnis,7.0
-174.501328,-19.972156,2018.0,Pseudanthias squamipinnis,7.0
-174.498436,-19.958642,2018.0,Pseudanthias squamipinnis,6.0
-174.498436,-19.958642,2018.0,Pseudanthias squamipinnis,6.0
-174.498436,-19.958642,2018.0,Pseudanthias squamipinnis,6.0
-174.498436,-19.958642,2018.0,Pseudanthias squamipinnis,6.0
-174.70005,-19.935515,2018.0,Pseudanthias squamipinnis,6.0
-174.804023,-19.938668,2018.0,Pseudanthias squamipinnis,4.0
-174.804023,-19.938668,2018.0,Pseudanthias squamipinnis,4.0
-174.789923,-20.269412,2018.0,Pseudanthias squamipinnis,4.0
-175.026669,-21.100227,2018.0,Pseudanthias squamipinnis,7.0
-175.405574,-20.542331,2018.0,Pseudanthias squamipinnis,4.0
-175.405574,-20.542331,2018.0,Pseudanthias squamipinnis,4.0
-175.379378,-20.53384,2018.0,Pseudanthias squamipinnis,10.0
-175.379378,-20.53384,2018.0,Pseudanthias squamipinnis,10.0
-175.379378,-20.53384,2018.0,Pseudanthias squamipinnis,10.0
-175.379378,-20.53384,2018.0,Pseudanthias squamipinnis,10.0
-175.379378,-20.53384,2018.0,Pseudanthias squamipinnis,10.0
72.5,11.0,1855.0,Pseudanthias squamipinnis,
29.1499996185,-31.9666996002,,Pseudanthias squamipinnis,
31.0,-29.8833007812,1992.0,Pseudanthias squamipinnis,
31.0580005646,-29.8710002899,,Pseudanthias squamipinnis,
36.0833015442,-20.1667003632,1994.0,Pseudanthias squamipinnis,67.0
29.1499996185,-31.9666996002,,Pseudanthias squamipinnis,
31.0580005646,-29.8710002899,,Pseudanthias squamipinnis,
31.0580005646,-29.8710002899,1915.0,Pseudanthias squamipinnis,
31.0,-29.8833007812,1992.0,Pseudanthias squamipinnis,
23.033333,-34.033333,1932.0,Pseudanthias squamipinnis,
26.916666,-33.599998,1978.0,Pseudanthias squamipinnis,
32.683334,-27.516666,1979.0,Pseudanthias squamipinnis,
32.683334,-27.516666,1979.0,Pseudanthias squamipinnis,
32.683334,-27.516666,1979.0,Pseudanthias squamipinnis,
32.683334,-27.516666,1979.0,Pseudanthias squamipinnis,
32.683334,-27.516666,1979.0,Pseudanthias squamipinnis,
32.683334,-27.516666,1979.0,Pseudanthias squamipinnis,
32.683334,-27.516666,1979.0,Pseudanthias squamipinnis,
32.616665,-27.799999,1980.0,Pseudanthias squamipinnis,29.0
25.700001,-34.016666,1981.0,Pseudanthias squamipinnis,19.5
45.222221,-12.958333,1988.0,Pseudanthias squamipinnis,
120.739997864,22.0100002289,1986.0,Pseudanthias squamipinnis,
119.559997559,23.5699996948,1992.0,Pseudanthias squamipinnis,
120.709999084,21.9899997711,1989.0,Pseudanthias squamipinnis,
120.739997864,22.0100002289,1978.0,Pseudanthias squamipinnis,
120.720001221,22.0300006866,1991.0,Pseudanthias squamipinnis,
120.739997864,22.0100002289,1977.0,Pseudanthias squamipinnis,
120.760002136,21.9599990845,1977.0,Pseudanthias squamipinnis,
43.016666,-11.816667,1986.0,Pseudanthias squamipinnis,
43.666668,-12.35,1986.0,Pseudanthias squamipinnis,
45.266666,-12.866667,1986.0,Pseudanthias squamipinnis,
45.266666,-12.866667,1986.0,Pseudanthias squamipinnis,
43.016666,-11.816667,1986.0,Pseudanthias squamipinnis,
32.656666,-27.625,1976.0,Pseudanthias squamipinnis,
29.218197,-31.939947,1975.0,Pseudanthias squamipinnis,
32.683334,-27.516666,1976.0,Pseudanthias squamipinnis,
32.683334,-27.516666,1976.0,Pseudanthias squamipinnis,
45.216667,-12.983334,1986.0,Pseudanthias squamipinnis,
31.049999,-29.866667,1969.0,Pseudanthias squamipinnis,
45.216667,-12.983334,1986.0,Pseudanthias squamipinnis,
32.683334,-27.516666,,Pseudanthias squamipinnis,
32.683334,-27.516666,,Pseudanthias squamipinnis,
29.15,-31.983334,1974.0,Pseudanthias squamipinnis,
53.299999,-5.4,1954.0,Pseudanthias squamipinnis,
32.450001,-30.866667,1997.0,Pseudanthias squamipinnis,37.5
30.923056,-30.448334,1997.0,Pseudanthias squamipinnis,32.3500003815
31.049999,-29.866667,1962.0,Pseudanthias squamipinnis,
30.733334,-30.316668,1992.0,Pseudanthias squamipinnis,
39.143333,-17.085556,1998.0,Pseudanthias squamipinnis,5.0
32.694168,-27.52,1998.0,Pseudanthias squamipinnis,28.5
30.82361,-30.291111,1998.0,Pseudanthias squamipinnis,39.0
30.816668,-30.25,1994.0,Pseudanthias squamipinnis,29.0
30.817499,-30.299999,1999.0,Pseudanthias squamipinnis,25.75
30.816668,-30.299999,1999.0,Pseudanthias squamipinnis,28.0
32.916668,-26.4,1999.0,Pseudanthias squamipinnis,19.0
32.883301,-26.766701,1995.0,Pseudanthias squamipinnis,25.0
32.900002,-26.766666,1995.0,Pseudanthias squamipinnis,22.5
30.783333,-30.316668,1999.0,Pseudanthias squamipinnis,
30.816389,-30.300278,2000.0,Pseudanthias squamipinnis,29.0
30.810556,-30.280556,2000.0,Pseudanthias squamipinnis,21.5
39.183334,-6.166667,1952.0,Pseudanthias squamipinnis,
57.333332,-20.200001,,Pseudanthias squamipinnis,57.5
123.76667,9.883333,1995.0,Pseudanthias squamipinnis,31.0
29.85,-31.416666,1975.0,Pseudanthias squamipinnis,
30.463333,-30.903334,1997.0,Pseudanthias squamipinnis,37.5
32.683334,-27.516666,1997.0,Pseudanthias squamipinnis,37.5
30.755556,-30.385834,1998.0,Pseudanthias squamipinnis,40.0
46.3493133812,-9.42222923791,,Pseudanthias squamipinnis,
178.75025,-17.991733,2005.0,Pseudanthias squamipinnis,
178.733683,-18.005717,2005.0,Pseudanthias squamipinnis,
55.371,-4.6641,2005.0,Pseudanthias squamipinnis,14.0
30.829722,-30.259722,2002.0,Pseudanthias squamipinnis,28.0
93.0,10.0,1855.0,Pseudanthias squamipinnis,
97.78333,9.166667,1855.0,Pseudanthias squamipinnis,
54.0,12.0,1855.0,Pseudanthias squamipinnis,
55.230556,-20.615278,1855.0,Pseudanthias squamipinnis,
55.397,-4.6611,2005.0,Pseudanthias squamipinnis,10.6000003815
53.2672707222,12.4105308575,,Pseudanthias squamipinnis,
153.5,-28.11666,1977.0,Pseudanthias squamipinnis,
30.773611,-30.305278,2007.0,Pseudanthias squamipinnis,22.5
153.55,-27.41667,2005.0,Pseudanthias squamipinnis,
153.485,-26.97666,2008.0,Pseudanthias squamipinnis,
30.826111,-30.314167,2002.0,Pseudanthias squamipinnis,30.0
30.762778,-30.312222,2007.0,Pseudanthias squamipinnis,21.5
30.828611,-30.258056,2002.0,Pseudanthias squamipinnis,27.0
55.3752,-4.6366,2005.0,Pseudanthias squamipinnis,
38.401167,-17.531667,2002.0,Pseudanthias squamipinnis,17.5
30.816668,-30.25,2002.0,Pseudanthias squamipinnis,25.0
30.819444,-30.2725,2003.0,Pseudanthias squamipinnis,20.0
32.991883,-25.9671,2009.0,Pseudanthias squamipinnis,10.0
30.828611,-30.269444,2003.0,Pseudanthias squamipinnis,16.5
55.4355,-4.685833,2005.0,Pseudanthias squamipinnis,13.0
32.561417,-28.161,2009.0,Pseudanthias squamipinnis,20.0
30.75,-30.333333,2007.0,Pseudanthias squamipinnis,40.0
29.163055,-31.987223,1974.0,Pseudanthias squamipinnis,1.0
29.153889,-31.986389,1974.0,Pseudanthias squamipinnis,0.75
45.216667,-12.983334,1986.0,Pseudanthias squamipinnis,
32.683334,-27.516666,,Pseudanthias squamipinnis,
73.506667,4.43385,2010.0,Pseudanthias squamipinnis,
56.566667,-10.333333,1976.0,Pseudanthias squamipinnis,60.0
56.566667,-10.333333,1976.0,Pseudanthias squamipinnis,60.0
71.758056,-5.385,1979.0,Pseudanthias squamipinnis,16.0
72.21,-5.344722,1979.0,Pseudanthias squamipinnis,17.5
30.75,-30.333333,2010.0,Pseudanthias squamipinnis,35.0
43.6388893127,-12.3916664124,,Pseudanthias squamipinnis,
32.8833351135,-26.7666664124,,Pseudanthias squamipinnis,16.5
71.758333,-5.384167,1979.0,Pseudanthias squamipinnis,6.5
30.82,-30.28,2006.0,Pseudanthias squamipinnis,
55.3609,-4.6596,2005.0,Pseudanthias squamipinnis,14.0
30.827778,-30.264444,2007.0,Pseudanthias squamipinnis,26.75
45.2666664124,-12.8666667938,,Pseudanthias squamipinnis,
144.69799,-10.04533,1993.0,Pseudanthias squamipinnis,
144.54416,-10.33433,1993.0,Pseudanthias squamipinnis,
124.1588193,-9.29234943,2013.0,Pseudanthias squamipinnis,13.8
32.683334,-27.516666,1979.0,Pseudanthias squamipinnis,
124.3852662,-9.19177439,2013.0,Pseudanthias squamipinnis,12.75
31.0,-29.85,,Pseudanthias squamipinnis,
43.261681,-11.655118,1975.0,Pseudanthias squamipinnis,25.0
43.265999,-11.559908,1975.0,Pseudanthias squamipinnis,20.0
32.716667,-27.450001,1992.0,Pseudanthias squamipinnis,39.0
118.562501,2.281057,2006.0,Pseudanthias squamipinnis,5.0
97.636,8.572,1992.0,Pseudanthias squamipinnis,
98.481,7.761,1994.0,Pseudanthias squamipinnis,
121.04245,13.56725,2015.0,Pseudanthias squamipinnis,17.525
121.056133,13.54715,2015.0,Pseudanthias squamipinnis,20.575
38.8565,22.322017,2014.0,Pseudanthias squamipinnis,
152.083,-23.5,1969.0,Pseudanthias squamipinnis,
123.3074,9.307,1931.0,Pseudanthias squamipinnis,
158.630004883,-19.8999996185,,Pseudanthias squamipinnis,20.0
31.016666,-29.933332,1980.0,Pseudanthias squamipinnis,29.0
152.083,-23.5,1973.0,Pseudanthias squamipinnis,
120.945633,13.524133,2015.0,Pseudanthias squamipinnis,11.43
123.514556,9.1375,2016.0,Pseudanthias squamipinnis,2.44
151.91667,-23.45,1977.0,Pseudanthias squamipinnis,13.0
152.083,-23.5,1969.0,Pseudanthias squamipinnis,
178.399567,-18.159083,2002.0,Pseudanthias squamipinnis,12.035
178.399567,-18.159083,2002.0,Pseudanthias squamipinnis,12.035
178.399567,-18.159083,2002.0,Pseudanthias squamipinnis,12.035
120.977417,13.507283,2015.0,Pseudanthias squamipinnis,13.715
120.940167,13.523133,2015.0,Pseudanthias squamipinnis,26.52
120.98825,13.516033,2015.0,Pseudanthias squamipinnis,16.765
120.97805,13.507433,2015.0,Pseudanthias squamipinnis,22.1
120.9836,13.51085,2015.0,Pseudanthias squamipinnis,21.49
120.940967,13.513967,2015.0,Pseudanthias squamipinnis,23.625
121.045167,13.571933,2015.0,Pseudanthias squamipinnis,26.67
121.043117,13.5673,2015.0,Pseudanthias squamipinnis,2.435
121.058167,13.546383,2015.0,Pseudanthias squamipinnis,15.24
121.043033,13.56745,2015.0,Pseudanthias squamipinnis,8.995
121.083333,13.55,2015.0,Pseudanthias squamipinnis,15.24
121.066633,13.563917,2015.0,Pseudanthias squamipinnis,12.04
121.042267,13.572117,2015.0,Pseudanthias squamipinnis,22.86
121.098567,13.539383,2015.0,Pseudanthias squamipinnis,20.575
121.0429,13.573167,2015.0,Pseudanthias squamipinnis,21.03
121.094917,13.529133,2015.0,Pseudanthias squamipinnis,23.625
38.8864,22.309966666,2014.0,Pseudanthias squamipinnis,10.0
120.8825,13.69936111,2011.0,Pseudanthias squamipinnis,
38.996367,22.427867,2012.0,Pseudanthias squamipinnis,
38.77323056,22.07183889,2015.0,Pseudanthias squamipinnis,
39.93235,19.8421166667,2015.0,Pseudanthias squamipinnis,
35.30615,27.638367,2013.0,Pseudanthias squamipinnis,15.0
34.740667,28.404867,2013.0,Pseudanthias squamipinnis,
34.740667,28.404867,2013.0,Pseudanthias squamipinnis,14.0
120.84204,13.673898,2014.0,Pseudanthias squamipinnis,9.6
38.8565,22.322017,2014.0,Pseudanthias squamipinnis,
120.827278,13.688167,2016.0,Pseudanthias squamipinnis,25.91
120.827278,13.688167,2016.0,Pseudanthias squamipinnis,25.91
178.399,-18.1602,2002.0,Pseudanthias squamipinnis,42.0
152.083,-23.5,1973.0,Pseudanthias squamipinnis,
144.59066,-10.15866,1993.0,Pseudanthias squamipinnis,
178.381,-18.1411,1971.0,Pseudanthias squamipinnis,3.0
152.083,-23.5,1966.0,Pseudanthias squamipinnis,
123.411687,9.433558,,Pseudanthias squamipinnis,
39.75,-21.25,1991.0,Pseudanthias squamipinnis,
51.033333,-9.233334,1954.0,Pseudanthias squamipinnis,
30.781389,-30.250834,1998.0,Pseudanthias squamipinnis,25.0
159.1675,-31.6235832669,,Pseudanthias squamipinnis,
71.747778,-5.399167,1979.0,Pseudanthias squamipinnis,30.0
139.466659,34.099999,1977.0,Pseudanthias squamipinnis,
79.80799866,7.117000103,2005.0,Pseudanthias squamipinnis,
30.75,-30.33329964,2010.0,Pseudanthias squamipinnis,35.0
-175.2709961,-21.06599998,2005.0,Pseudanthias squamipinnis,
79.80799866,7.117000103,2005.0,Pseudanthias squamipinnis,
79.80799866,7.117000103,2005.0,Pseudanthias squamipinnis,
-175.2709961,-21.06599998,2005.0,Pseudanthias squamipinnis,
-175.2709961,-21.06599998,2005.0,Pseudanthias squamipinnis,
79.80799866,7.117000103,2005.0,Pseudanthias squamipinnis,
79.80799866,7.117000103,2005.0,Pseudanthias squamipinnis,
-175.2709961,-21.06599998,2005.0,Pseudanthias squamipinnis,
167.96,-29.07,2013.0,Pseudanthias squamipinnis,10.5
120.4789963,14.24600029,2006.0,Pseudanthias squamipinnis,
120.4789963,14.24600029,2006.0,Pseudanthias squamipinnis,
120.4789963,14.24600029,2006.0,Pseudanthias squamipinnis,
120.4789963,14.24600029,2006.0,Pseudanthias squamipinnis,
